flexible,,,,,,,,,,,,,,,
0.841911765,0.051470588,0.007352941,0.003676471,0,0,0,0,0,0,0,0,0,0,0,0
0.154411765,0.849264706,0.084558824,0.007352941,0,0,0,0,0,0,0,0,0,0,0,0
0.003676471,0.099264706,0.871323529,0.066176471,0.025735294,0.003676471,0,0,0,0,0,0,0,0,0,0
0,0,0.036764706,0.875,0.095588235,0.011029412,0.003676471,0,0,0,0,0,0,0,0,0
0,0,0,0.044117647,0.816176471,0.095588235,0.022058824,0,0,0,0,0,0,0,0,0
0,0,0,0.003676471,0.058823529,0.816176471,0.084558824,0.003676471,0,0,0,0,0,0,0,0
0,0,0,0,0.003676471,0.069852941,0.834558824,0.132352941,0,0,0,0,0,0,0,0
0,0,0,0,0,0.003676471,0.055147059,0.830882353,0.121323529,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.029411765,0.841911765,0.066176471,0,0,0,0,0,0
0,0,0,0,0,0,0,0.003676471,0.033088235,0.889705882,0.045138889,0,0,0,0,0
0,0,0,0,0,0,0,0,0.003676471,0.044117647,0.902777778,0.150735294,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.052083333,0.841911765,0.095588235,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.007352941,0.834558824,0.044117647,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.069852941,0.867647059,0.047794118,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.088235294,0.886029412,0.033088235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066176471,0.966911765
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
dala,,,,,,,,,,,,,,,
0.974264706,0.095588235,0.007352941,0.007352941,0,0,0,0,0,0,0,0,0,0,0,0
0.025735294,0.886029412,0.121323529,0.018382353,0,0,0,0,0,0,0,0,0,0,0,0
0,0.014705882,0.797794118,0.069852941,0.014705882,0,0,0,0,0,0,0,0,0,0,0
0,0.003676471,0.073529412,0.871323529,0.066176471,0.011029412,0,0,0,0,0,0,0,0,0,0
0,0,0,0.033088235,0.856617647,0.080882353,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0625,0.849264706,0.069852941,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.058823529,0.816176471,0.084558824,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.106617647,0.816176471,0.128676471,0.011029412,0,0,0,0,0,0
0,0,0,0,0,0,0.007352941,0.091911765,0.772058824,0.099264706,0.006944444,0.003676471,0,0,0,0
0,0,0,0,0,0,0,0.007352941,0.099264706,0.8125,0.090277778,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.077205882,0.875,0.069852941,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.027777778,0.823529412,0.066176471,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.102941176,0.852941176,0.073529412,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.080882353,0.897058824,0.088235294,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0.867647059,0.011029412
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044117647,0.988970588
